intent,query,answer
전자정보공학대학,학과 뭐 있어,"전자정보공학대학에는 전자정보통신학과, 반도체시스템공학과가 존재합니다."
전자정보공학대학,조교실 정보 좀,"전자정보공학대학 조교실 정보는 아래와 같습니다.
위치 : 충무관 1107호 / 전화 : 02-6935-2546"
전자정보공학대학,과사무실,"전자정보공학대학 과사무실 정보는 아래와 같습니다.
위치 : 충무관 1107호 / 전화 : 02-6935-2546"
전자정보공학대학,과사무실 위치,전자정보공학대학 과사무실 위치는 충무관 1107호입니다.
전자정보공학대학,과사무실 전화번호,전자정보공학대학 과사무실 전화번호는 02-6935-2546입니다.
전자정보통신공학과,조교실 정보 좀,"전자정보통신공학과 조교실 정보는 아래와 같습니다.
위치 : 충무관 922호 / 전화 : 02-3408-4467, 02-3408-3329 / 이메일 : ecomclg@sejong.ac.kr"
전자정보통신공학과,과사무실,"전자정보통신공학과 과사무실 정보는 아래와 같습니다.
위치 : 충무관 922호 / 전화 : 02-3408-4467, 02-3408-3329 / 이메일 : ecomclg@sejong.ac.kr"
전자정보통신공학과,과사무실 위치,전자정보통신공학과 과사무실 위치는 충무관 922호입니다.
전자정보통신공학과,과사무실 전화번호,"전자정보통신공학과 과사무실 전화번호는 02-3408-4467, 02-3408-3329입니다."
전자정보통신공학과,이메일,전자정보통신공학과 과사무실 이메일은 ecomclg@sejong.ac.kr입니다.
전자정보통신공학과,홈페이지,"전자정보통신공학과 홈페이지입니다.
전자정보통신공학과 : http://home.sejong.ac.kr/~electrodpt/"
전자정보통신공학과,공지사항,"전자정보통신공학과에서 제공하는 학과 공지사항입니다.
전자정보통신공학과 학과 공지사항 : http://home.sejong.ac.kr/gobbslist.do?wslID=electrodpt&menuID=48"
전자정보통신공학과,취업공고,"전자정보통신공학과에서 제공하는 취업공고입니다.
전자정보통신공학과 취업공고 : http://home.sejong.ac.kr/gobbslist.do?wslID=electrodpt&menuID=47"
전자정보통신공학과,전공소개,"전자 및 정보화시대에 부응하는 융합적인 사고와 지식을 겸비한 인재의 양성을 목표로 하고 있다. 전자정보통신공학과 학생들은 전자공학분야의 핵심 전공 지식을 습득하고 이를 다양한 산업분야의 응용 기술에 접목할 수 있는 실력을 갖추어, 미래 사회 및 산업체에서 요구하는 핵심 인재의 역할을 수행할 수 있게 됩니다."
전자정보통신공학과,주전공,"전공필수과목은 33학점, 전공선택과목은 39점 이상 이수해야 하며, 전공학점은 72점 이상이어야 합니다."
전자정보통신공학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다. 복수전공 이수시 공학인증은 필수가 아니지만, 이수를 희망하면 각 학과의 PD교수님과 면담하여 각 학과에서 정한 기준을 만족하면 됩니다."
전자정보통신공학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다. 복수전공 이수시 공학인증은 필수가 아니지만, 이수를 희망하면 각 학과의 PD교수님과 면담하여 각 학과에서 정한 기준을 만족하면 됩니다."
전자정보통신공학과,부전공,전자정보통신공학과 전공과목 중에서 21학점 이상 이수해야 합니다. 부전공 이수시 공학인증은 필수가 아닙니다.
전자정보통신공학과,1학년 전공,"전자정보통신공학과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 선형대수(전필·3)
[2학기] 프로그래밍(전필·3)"
전자정보통신공학과,2학년 전공,"전자정보통신공학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기]전기회로(전필·3), 확률및랜덤변수(전필·3), MATLAB프로그래밍(전선·3), 디지털논리회로(전선·3)
[2학기] 신호및시스템(전필·3), 기초설계(전필·3), 물리전자공학(전필·3), JAVA프로그래밍(전선·3), 전기회로실험(전선·3), 컴퓨터구조론(전선·3)"
전자정보통신공학과,3학년 전공,"전자정보통신공학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 전자회로1(전필·3), 통신이론(전필·3), 전자기1(전필·3), 기초반도체(전필·3), 데이터통신(전필·3), 디지털신호처리(전필·3), 기초광학및실험(전선·3), 하드웨어프로그래밍(전선·3), 데이터구조론(전선·3), 랜덤프로세스(전선·3), 자동제어(전선·3)
[2학기] 광전자공학(전필·3), 컴퓨터네트워크(전필·3), 디지털통신시스템(전필·3), 음성처리(전필·3), 영상처리(전필·3), 데이터분석과도표작성(전선·3), 반도체소자설계(전선·3), 전자회로2(전선·3), 디스플레이공학(전선·3), 전자기2(전선·3), 반도체공학(전선·3), 데이터통신설계(전선·3), 네트워크프로그래밍(전선·3), 임베디드시스템(전선·3), 정보시스템설계(전선·3), 정보이론(전선·3)"
전자정보통신공학과,4학년 전공,"전자정보통신공학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 캡스톤디자인A(전선·3), 인턴쉽A(전선·3), 전자정보통신공학특강A(전선·3), 전자회로설계(전선·3), 집적회로(전선·3), 반도체공정실험(전선·3), 플라즈마공학(전선·3), 초고주파공학(전선·3), 통신시스템설계(전선·3), 무선네트워크(전선·3), 무선통신공학(전선·3), 시스템반도체(전선·3), 광통신공학(전선·3), 멀티미디어설계(전선·3), 멀티미디어통신(전선·3), 인공지능(전선·3), 음향공학(전선·3), 마이크로컴퓨터실험(전선·3), 태양전지공학(전선·3)
[2학기] 졸업연구및진로2(전선·1), 캡스톤디자인B(전선·3), 인턴쉽B(전선·3), 전자정보통신공학특강B(전선·3), 반도체에너지공학(전선·3), 응용광학(전선·3), 전기전자재료공학(전선·3), 수치해석(전선·3), 안테나공학(전선·3), 광반도체및LED공학(전선·3), 유선통신공학(전선·3), 차세대이동통신(전선·3), 광통신시스템(전선·3), 방송시스템(전선·3), 디지털제어(전선·3), 패턴인식(전선·3), K-MOOC:무선인터넷의이해(전선·1)"
전자정보통신공학과,전공,"전자정보통신공학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 선형대수(전필·3)
[1학년 2학기] 프로그래밍(전필·3)
[2학년 1학기]전기회로(전필·3), 확률및랜덤변수(전필·3), MATLAB프로그래밍(전선·3), 디지털논리회로(전선·3)
[2학년 2학기] 신호및시스템(전필·3), 기초설계(전필·3), 물리전자공학(전필·3), JAVA프로그래밍(전선·3), 전기회로실험(전선·3), 컴퓨터구조론(전선·3)
[3학년 1학기] 전자회로1(전필·3), 통신이론(전필·3), 전자기1(전필·3), 기초반도체(전필·3), 데이터통신(전필·3), 디지털신호처리(전필·3), 기초광학및실험(전선·3), 하드웨어프로그래밍(전선·3), 데이터구조론(전선·3), 랜덤프로세스(전선·3), 자동제어(전선·3)
[3학년 2학기] 광전자공학(전필·3), 컴퓨터네트워크(전필·3), 디지털통신시스템(전필·3), 음성처리(전필·3), 영상처리(전필·3), 데이터분석과도표작성(전선·3), 반도체소자설계(전선·3), 전자회로2(전선·3), 디스플레이공학(전선·3), 전자기2(전선·3), 반도체공학(전선·3), 데이터통신설계(전선·3), 네트워크프로그래밍(전선·3), 임베디드시스템(전선·3), 정보시스템설계(전선·3), 정보이론(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 캡스톤디자인A(전선·3), 인턴쉽A(전선·3), 전자정보통신공학특강A(전선·3), 전자회로설계(전선·3), 집적회로(전선·3), 반도체공정실험(전선·3), 플라즈마공학(전선·3), 초고주파공학(전선·3), 통신시스템설계(전선·3), 무선네트워크(전선·3), 무선통신공학(전선·3), 시스템반도체(전선·3), 광통신공학(전선·3), 멀티미디어설계(전선·3), 멀티미디어통신(전선·3), 인공지능(전선·3), 음향공학(전선·3), 마이크로컴퓨터실험(전선·3), 태양전지공학(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 캡스톤디자인B(전선·3), 인턴쉽B(전선·3), 전자정보통신공학특강B(전선·3), 반도체에너지공학(전선·3), 응용광학(전선·3), 전기전자재료공학(전선·3), 수치해석(전선·3), 안테나공학(전선·3), 광반도체및LED공학(전선·3), 유선통신공학(전선·3), 차세대이동통신(전선·3), 광통신시스템(전선·3), 방송시스템(전선·3), 디지털제어(전선·3), 패턴인식(전선·3), K-MOOC:무선인터넷의이해(전선·1)"
전자정보통신공학과,공학인증,"전자정보통신공학과 공학인증 홈페이지입니다.
전자정보통신공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1901.html"
전자정보통신공학과,23학번 공학인증,"23학번 전자정보통신공학과 공학인증 교과과정입니다.
23학번 전자정보통신공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1902_9.html"
전자정보통신공학과,22학번 공학인증,"22학번 전자정보통신공학과 공학인증 교과과정입니다.
22학번 전자정보통신공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1902_8.html"
전자정보통신공학과,21학번 공학인증,"21학번 전자정보통신공학과 공학인증 교과과정입니다.
21학번 전자정보통신공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1902_1.html"
전자정보통신공학과,20학번 공학인증,"20학번 전자정보통신공학과 공학인증 교과과정입니다.
20학번 전자정보통신공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1902_2.html"
전자정보통신공학과,19학번 공학인증,"19학번 전자정보통신공학과 공학인증 교과과정입니다.
19학번 전자정보통신공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1902_3.html"
전자정보통신공학과,18학번 공학인증,"18학번 전자정보통신공학과 공학인증 교과과정입니다.
18학번 전자정보통신공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1902_4.html"
전자정보통신공학과,17학번 공학인증,"17학번 전자정보통신공학과 공학인증 교과과정입니다.
17학번 전자정보통신공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1902_5.html"
전자정보통신공학과,16학번 공학인증,"16학번 전자정보통신공학과 공학인증 교과과정입니다.
16학번 전자정보통신공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1902_6.html"
전자정보통신공학과,15학번 공학인증,"15학번 전자정보통신공학과 공학인증 교과과정입니다.
15학번 전자정보통신공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1902_7.html"
반도체시스템공학과,조교실 정보 좀,"반도체시스템공학과 조교실 정보는 아래와 같습니다.
위치 : 광개토관 1105A호 / 전화 : 02-3408-3653 / 이메일 : ssedpt@sejong.ac.kr"
반도체시스템공학과,과사무실,"반도체시스템공학과 과사무실 정보는 아래와 같습니다.
위치 : 광개토관 1105A호 / 전화 : 02-3408-3653 / 이메일 : ssedpt@sejong.ac.kr"
반도체시스템공학과,과사무실 위치,반도체시스템공학과 과사무실 위치는 광개토관 1105A호입니다.
반도체시스템공학과,과사무실 전화번호,반도체시스템공학과 과사무실 전화번호는 02-3408-3653입니다.
반도체시스템공학과,이메일,반도체시스템공학과 과사무실 이메일은 ssedpt@sejong.ac.kr입니다.
반도체시스템공학과,홈페이지,"반도체시스템공학과 홈페이지입니다.
반도체시스템공학과 : http://home.sejong.ac.kr/~sse/"
반도체시스템공학과,공지사항,"반도체시스템공학과에서 제공하는 학과 공지사항입니다.
반도치세시스템공학과 학과 공지사항 : http://home.sejong.ac.kr/gobbslist.do?wslID=sse&menuID=12"
반도체시스템공학과,취업공고,"반도체시스템공학과에서 제공하는 취업공고입니다.
반도체시스템공학과 취업공고 : http://home.sejong.ac.kr/~sse/15.html"
반도체시스템공학과,반도체 동향,"반도체시스템공학과에서 제공하는 반도체 동향입니다.
반도체 동향 : http://home.sejong.ac.kr/~sse/22.html"
반도체시스템공학과,전공소개,"반도체시스템공학과는 반도체 공정, 반도체 소자, 반도체 설계 등 반도체 전반의 핵심 및 요소 기술을 심도 있게 교육하여 반도체 분야를 선도하는 실무형 인재를 양성하는 것을 목표로 합니다. 또한, 매우 빠르게 발전하는 반도체 기술에 적응하고 글로벌 경쟁에서 우위를 차지할 수 있는 신기술 연구에 앞장설 수 있는 고급 인재를 양성하기 위한 교육환경 및 기반을 제공합니다."
반도체시스템공학과,주전공,"전공필수과목은 15학점, 전공선택과목은 45점 이상 이수해야 하며, 전공학점은 60점 이상이어야 합니다."
반도체시스템공학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
반도체시스템공학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
반도체시스템공학과,부전공,전자정보통신공학과 전공과목 중에서 21학점 이상 이수해야 합니다.
반도체시스템공학과,1학년 전공,"반도체시스템공학과 1학년 전공수업 목록은 아래와 같습니다.
[2학기] 반도체개론(전필·3)"
반도체시스템공학과,2학년 전공,"반도체시스템공학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 연구실인턴(전필·3), 전기회로(전선·3), 디지털회로설계(전선·3), 반도체재료공학(전선·3), 확률및랜덤프로세스(전선·3)
[2학기] 반도체특화연구및실험1(전필·3), 물리전자공학(전필·3), 회로이론및실습(전선·3), 전자회로1(전선·3), 신호및시스템(전선·3), 기계학습개론(전선·3), 컴퓨터구조(전선·3), 박막공학(전선·3)"
반도체시스템공학과,3학년 전공,"반도체시스템공학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 반도체특화연구및실험2(전필·3), 전자회로2(전선·3), 디지털신호처리(전선·3), 신경망구조(전선·3), 시스템소프트웨어(전선·3), 반도체소자공학(전선·3), 나노소재의합성및응용(전선·3), 전자기학(전선·3)
[2학기] 신호처리응용(전선·3), 하드웨어구현언어(전선·3), 반도체CAD실험(전선·3), TCAD시뮬레이션및설계(전선·3), 반도체공정(전선·3), 디스플레이공학(전선·3)"
반도체시스템공학과,4학년 전공,"반도체시스템공학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 반도체종합설계A(전선·6), 시스템반도체설계(전선·3), 반도체소자응용(전선·3), 마이크로패키징(전선·3), 반도체소자제작및실습1(전선·3), 반도체시스템이론및실습(전선·3)
[2학기] 졸업연구및진로2(전선·1), 반도체종합설계B(전선·6), 고급소자물리(전선·3), 차세대메모리소자(전선·3), 반도체재료분석(전선·3), 반도체소자제작및실습2(전선·3)"
반도체시스템공학과,전공,"반도체시스템공학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] -
[1학년 2학기] 반도체개론(전필·3)
[2학년 1학기] 연구실인턴(전필·3), 전기회로(전선·3), 디지털회로설계(전선·3), 반도체재료공학(전선·3), 확률및랜덤프로세스(전선·3)
[2학년 2학기] 반도체특화연구및실험1(전필·3), 물리전자공학(전필·3), 회로이론및실습(전선·3), 전자회로1(전선·3), 신호및시스템(전선·3), 기계학습개론(전선·3), 컴퓨터구조(전선·3), 박막공학(전선·3)
[3학년 1학기] 반도체특화연구및실험2(전필·3), 전자회로2(전선·3), 디지털신호처리(전선·3), 신경망구조(전선·3), 시스템소프트웨어(전선·3), 반도체소자공학(전선·3), 나노소재의합성및응용(전선·3), 전자기학(전선·3)
[3학년 2학기] 신호처리응용(전선·3), 하드웨어구현언어(전선·3), 반도체CAD실험(전선·3), TCAD시뮬레이션및설계(전선·3), 반도체공정(전선·3), 디스플레이공학(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 반도체종합설계A(전선·6), 시스템반도체설계(전선·3), 반도체소자응용(전선·3), 마이크로패키징(전선·3), 반도체소자제작및실습1(전선·3), 반도체시스템이론및실습(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 반도체종합설계B(전선·6), 고급소자물리(전선·3), 차세대메모리소자(전선·3), 반도체재료분석(전선·3), 반도체소자제작및실습2(전선·3)"
호텔관광대학,학과 뭐 있어,"호텔관광대학에는 호텔관광경영학전공, 외식경영학전공, 호텔외식관광프랜차이즈경영학과, 호텔외식비즈니스학과, 글로벌조리학과가 존재합니다."
호텔관광대학,조교실 정보 좀,"호텔관광대학 조교실 정보는 아래와 같습니다.
위치 : 광개토관 501호 / 전화 : 02-3408-3516"
호텔관광대학,과사무실,"호텔관광대학 과사무실 정보는 아래와 같습니다.
위치 : 광개토관 501호 / 전화 : 02-3408-3516"
호텔관광대학,과사무실 위치,호텔관광대학 과사무실 위치는광개토관 501호입니다.
호텔관광대학,과사무실 전화번호,호텔관광대학 과사무실 전화번호는 02-3408-3516입니다.
호텔관광외식경영학부,조교실 정보 좀,"호텔관광외식경영학부 조교실 정보는 아래와 같습니다.
위치 : 광개토관 517호 / 전화 : 02-3408-3312, 02-3408-3313, 02-3408-3314"
호텔관광외식경영학부,과사무실,"호텔관광외식경영학부 과사무실 정보는 아래와 같습니다.
위치 : 광개토관 517호 / 전화 : 02-3408-3312, 02-3408-3313, 02-3408-3314"
호텔관광외식경영학부,과사무실 위치,호텔관광외식경영학부 과사무실 위치는 광개토관 517호입니다.
호텔관광외식경영학부,과사무실 전화번호,"호텔관광외식경영학부 과사무실 전화번호는 02-3408-3312, 02-3408-3313, 02-3408-3314입니다."
호텔관광외식경영학부,전공,"호텔관광외식경영학부의 신입생은 공동으로 입학하여 1학년 과정을 함께 이수한 후, 2학년부터는 3개의 전공 중 한 전공에 편입되어 남은 6학기 과정을 마치게 됩니다. 2개의 전공은 호텔관광경영학전공, 외식경영학전공입니다."
호텔관광외식경영학부,1학년 전공,"호텔관광외식경영학부 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 경영학원론(전필·3), 경제학원론(전필·3), 호텔관광산업의이해(전선·3)
[2학기] 회계원리(전필·3), 외식식품산업의이해(전선·3)"
호텔관광경영학전공,조교실 정보 좀,"호텔관광경영학전공 조교실 정보는 아래와 같습니다.
위치 : 광개토관 517호 / 전화 : 02-3408-3312, 02-3408-3314"
호텔관광경영학전공,과사무실,"호텔관광경영학전공 과사무실 정보는 아래와 같습니다.
위치 : 광개토관 517호 / 전화 : 02-3408-3312, 02-3408-3314"
호텔관광경영학전공,과사무실 위치,호텔관광경영학전공 과사무실 위치는 광개토관 517호입니다.
호텔관광경영학전공,과사무실 전화번호,"호텔관광경영학전공 과사무실 전화번호는 02-3408-3312, 02-3408-3314입니다."
호텔관광경영학전공,홈페이지,"호텔관광경영학전공 홈페이지입니다.
호텔관광경영학전공 : http://home.sejong.ac.kr/~hoteldpt/"
호텔관광경영학전공,공지사항,"호텔관광경영학전공에서 제공하는 공지사항입니다.
호텔광관경영학과 공지사항 : http://home.sejong.ac.kr/gobbslist.do?wslID=hoteldpt&menuID=32"
호텔관광경영학전공,취업공고,"호텔관광경영학전공에서 제공하는 취업공고입니다.
호텔관광경영학전공 취업공고 : http://home.sejong.ac.kr/gobbslist.do?wslID=hoteldpt&menuID=14"
호텔관광경영학전공,전공소개,"본 학과는 미래의 전략산업인 호텔관광산업의 역군이 될 인재를 교육하고 양성하기 위하여, 호텔관광관련 학과로 국내에서 최초로 설립된 오랜 전통을 지니고 있으며 이를 통하여 본교는 우리나라의 대표적인 호텔관광 교육의 요람으로 발전해 가고 있습니다."
호텔관광경영학전공,주전공,"전공필수과목은 24학점, 전공선택과목은 36점 이상 이수해야 하며, 전공학점은 60점 이상이어야 합니다."
호텔관광경영학전공,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
호텔관광경영학전공,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
호텔관광경영학전공,부전공,호텔관광경영학전공 전공과목 중에서 21학점 이상 이수해야 합니다.
호텔관광경영학전공,2학년 전공,"호텔관광경영학전공 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 호텔경영론(전필·3), 관광경영론(전필·3), 호텔관광마케팅(전필·3), 호텔관광관리회계(전선·3), 호텔경영정보시스템(전선·3), 축제경영연구(전선·3), 관광자원론(전선·3), HTM-컴퓨터프로그래밍(전선·3)
[2학기] 호텔관광경영통계원론(전필·3), 호텔관광조직인적자원관리론(전필·3), 호텔관광재무회계(전선·3), 마케팅조사론(전선·3), 호텔관광프랜차이즈경영론(전선·3), 서비스경영론(전선·3), 여가사회학(전선·3), Hospitality Internship 1(전선·3), 서비스운영관리(전선·3)"
호텔관광경영학전공,3학년 전공,"호텔관광경영학전공 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 호텔관광재무관리(전선·3), 호텔관광e-Business전략(전선·3), MICE산업론(전선·3), 여가공간계획론(전선·3), 서비스스케줄링(전선·3), 카지노산업론(전선·3), 기초카지노경영실무(전선·3), 문화관광경영론(전선·3), 세계주류문화의이해(전선·3), 여행사경영론(전선·3), 관광교과교육론(전선·3), 호텔관광커리어멘토링1(전선·3), Hospitality Internship 2(전선·3), 식음료경영론(전선·3), 마케팅커뮤니케이션(전선·3), HTM-스마트/AI알고리즘(전선·3), HTM-스마트의사결정체계(전선·3), TPDM-빅데이터플랫폼경영(전선·3)
[2학기] 호텔관광전략경영론(전선·3), 리조트경영론(전선·3), 서비스마케팅(전선·3), 카지노운영관리(전선·3), 고급카지노경영실무(전선·3), 관광행동론(전선·3), 와인과소몰리에론(전선·3), 크루즈경영론(전선·3), 국제회의및이벤트기획(전선·3), 레저스포츠경영론(전선·3), 관광교과교재연구및지도법(전선·3), 관광논리및논술(전선·3), 호텔관광커리어멘토링2(전선·3), Hospitality Internship 3(전선·3), 호텔관광경제학(전선·3), HTM-호스피탈리티스마트서비스(전선·3), HTM-데이터마이닝(전선·3), TPDM-디지털마케팅(전선·3)"
호텔관광경영학전공,4학년 전공,"호텔관광경영학전공 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 호텔관광입지분석(전선·3), 호텔관광자산관리(전선·3), 호텔관광데이터분석(전선·3), 호텔관광의사결정방법론(전선·3), 호텔관광프로젝트관리론(전선·3), 호텔관광사례연구세미나(전선·3), 호텔관광기업가정신과리더쉽(전선·3), Hospitality Internship 4(전선·3), 관광개발론(전선·3), 호텔관광가격전략(전선·3), 호텔관광특수논제1(전선·3), 호텔관광연구방법론(전선·3)
[2학기] 졸업연구및진로2(전선·1), 호텔관광수익관리(전선·3), 관광법규(전선·3), 경영분석세미나(전선·3), Hospitality창업론(전선·3), 국제호텔관광세미나(전선·3), 특수목적관광론(전선·3), 호텔관광특수논제2(전선·3), HTM-캡스톤디자인(전선·3), Special Topics in Hospitality and Tourism(전선·3), TPDM-AI for Business(전선·3), TPDM-캡스톤디자인(전선·3)"
호텔관광경영학전공,전공,"호텔관광경영학전공 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 경영학원론(전필·3), 경제학원론(전필·3), 호텔관광산업의이해(전선·3)
[1학년 2학기] 회계원리(전필·3), 외식식품산업의이해(전선·3)
[2학년 1학기] 호텔경영론(전필·3), 관광경영론(전필·3), 호텔관광마케팅(전필·3), 호텔관광관리회계(전선·3), 호텔경영정보시스템(전선·3), 축제경영연구(전선·3), 관광자원론(전선·3), HTM-컴퓨터프로그래밍(전선·3)
[2학년 2학기] 호텔관광경영통계원론(전필·3), 호텔관광조직인적자원관리론(전필·3), 호텔관광재무회계(전선·3), 마케팅조사론(전선·3), 호텔관광프랜차이즈경영론(전선·3), 서비스경영론(전선·3), 여가사회학(전선·3), Hospitality Internship 1(전선·3), 서비스운영관리(전선·3)
[3학년 1학기] 호텔관광재무관리(전선·3), 호텔관광e-Business전략(전선·3), MICE산업론(전선·3), 여가공간계획론(전선·3), 서비스스케줄링(전선·3), 카지노산업론(전선·3), 기초카지노경영실무(전선·3), 문화관광경영론(전선·3), 세계주류문화의이해(전선·3), 여행사경영론(전선·3), 관광교과교육론(전선·3), 호텔관광커리어멘토링1(전선·3), Hospitality Internship 2(전선·3), 식음료경영론(전선·3), 마케팅커뮤니케이션(전선·3), HTM-스마트/AI알고리즘(전선·3), HTM-스마트의사결정체계(전선·3), TPDM-빅데이터플랫폼경영(전선·3)
[3학년 2학기] 호텔관광전략경영론(전선·3), 리조트경영론(전선·3), 서비스마케팅(전선·3), 카지노운영관리(전선·3), 고급카지노경영실무(전선·3), 관광행동론(전선·3), 와인과소몰리에론(전선·3), 크루즈경영론(전선·3), 국제회의및이벤트기획(전선·3), 레저스포츠경영론(전선·3), 관광교과교재연구및지도법(전선·3), 관광논리및논술(전선·3), 호텔관광커리어멘토링2(전선·3), Hospitality Internship 3(전선·3), 호텔관광경제학(전선·3), HTM-호스피탈리티스마트서비스(전선·3), HTM-데이터마이닝(전선·3), TPDM-디지털마케팅(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 호텔관광입지분석(전선·3), 호텔관광자산관리(전선·3), 호텔관광데이터분석(전선·3), 호텔관광의사결정방법론(전선·3), 호텔관광프로젝트관리론(전선·3), 호텔관광사례연구세미나(전선·3), 호텔관광기업가정신과리더쉽(전선·3), Hospitality Internship 4(전선·3), 관광개발론(전선·3), 호텔관광가격전략(전선·3), 호텔관광특수논제1(전선·3), 호텔관광연구방법론(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 호텔관광수익관리(전선·3), 관광법규(전선·3), 경영분석세미나(전선·3), Hospitality창업론(전선·3), 국제호텔관광세미나(전선·3), 특수목적관광론(전선·3), 호텔관광특수논제2(전선·3), HTM-캡스톤디자인(전선·3), Special Topics in Hospitality and Tourism(전선·3), TPDM-AI for Business(전선·3), TPDM-캡스톤디자인(전선·3)"
외식경영학전공,조교실 정보 좀,"외식경영학전공 조교실 정보는 아래와 같습니다.
위치 : 광개토관 517호 / 전화 : 02-3408-3313"
외식경영학전공,과사무실,"외식경영학전공 과사무실 정보는 아래와 같습니다.
위치 : 광개토관 517호 / 전화 : 02-3408-3313"
외식경영학전공,과사무실 위치,외식경영학전공 과사무실 위치는 광개토관 517호입니다.
외식경영학전공,과사무실 전화번호,외식경영학전공 과사무실 전화번호는 02-3408-3313입니다.
외식경영학전공,홈페이지,"외식경영학전공 홈페이지입니다.
외식경영학전공 : http://home.sejong.ac.kr/~hoteldpt/"
외식경영학전공,공지사항,"외식경영학전공에서 제공하는 공지사항입니다.
외식경영학전공 공지사항 : http://home.sejong.ac.kr/gobbslist.do?wslID=hoteldpt&menuID=32"
외식경영학전공,취업공고,"외식경영학전공에서 제공하는 취업공고입니다.
외식경영학전공 취업공고 : http://home.sejong.ac.kr/gobbslist.do?wslID=hoteldpt&menuID=14"
외식경영학전공,전공소개,본 학과의 교육목표는 외식산업의 발전에 기여할 경영자와 전문가를 양성하는 것으로 외식산업의 제반이론과 실무교육을 실시함으로써 조리기술 뿐만 아니라 식음료 운영과정으로써의 조리의 중요성과 경영기술을 배양토록 하여 미래의 경영자로서의 창조적 사고능력과 전문경영기술을 갖추도록 다양한 교과과정을 개설하여 교육 및 연구에 임하고 있습니다.
외식경영학전공,주전공,"전공필수과목은 21학점, 전공선택과목은 39점 이상 이수해야 하며, 전공학점은 60점 이상이어야 합니다."
외식경영학전공,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
외식경영학전공,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
외식경영학전공,부전공,외식경영학전공 전공과목 중에서 21학점 이상 이수해야 합니다.
외식경영학전공,2학년 전공,"외식경영학전공 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 외식산업경영론(전필·3), 조리원리(전필·3), 외식영양과건강(전선·3), 주류학(전선·3), 외식경영통계(전선·3), 기초한국조리실습(전선·3), 외식식품공급사슬망관리(전선·3), 외식혁신상품기획(전선·3), SFM SW설계기초(전선·3), SFM지능형IoT기초(전선·3), SFM딥러닝기반빅데이터분석기초(전선·3), SFM외식데이터분석(전선·3)
[2학기] 기초서양조리실습(전필·3), 식품학(전필·3), 외식서비스마케팅(전선·3), 와인개론(전선·3), 바리스타및음료실습1(전선·3), 푸드코디론(전선·3), 급식경영(전선·3), SFM사회조사방법론(전선·3), SFM주방시설관리론(전선·3), SFM실감형콘텐츠제작기초(전선·3), SFM외식서비스앱설계(전선·3)"
